source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Join the MOVEMENT to #MAGA!https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1,10-20-2016 04:10:06,9072,19870,false,788955427975393281
Twitter for iPhone,Great poll - thank you America! Once we #DrainTheSwamp together we will #MAGA🇺🇸#Debate https://t.co/SvcjmrsHKD,10-20-2016 04:06:44,15121,36222,false,788954581346779136
Twitter for Android,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,10-20-2016 02:59:26,22263,71554,false,788937644642213888
Twitter for iPhone,Join my team over on my Facebook page- live now! #Debateshttps://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq,10-20-2016 02:51:39,4598,12730,false,788935685088477185
Twitter for iPhone,The era of division is coming to an end. We will create a new future of #AmericanUnity. First we need to… https://t.co/mZUFP24Bgh,10-20-2016 02:47:21,10035,24187,false,788934601506889728
Twitter Web Client,We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth,10-20-2016 02:40:23,18662,45970,false,788932848317116416
Twitter Web Client,I started this campaign to Make America Great Again. That’s what I’m going to do. #MAGA #debate,10-20-2016 02:39:25,14363,36460,false,788932604460347392
Twitter for iPhone,HILLARY'S HEALTH CARE POLICIES#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi,10-20-2016 02:34:01,7251,15871,false,788931248672563200
Twitter for iPhone,We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV,10-20-2016 02:32:57,15216,25033,false,788930977301090304
Twitter Web Client,.@realDonaldTrump is going to cut taxes BIG LEAGUE -- Crooked is going to raise taxes BIG LEAGUE! #DrainTheSwamp… https://t.co/41X9Qjy0RJ,10-20-2016 02:32:37,5104,11316,false,788930895600160769
Twitter Web Client,ISIS has infiltrated countries all over Europe by posing as refugees and @HillaryClinton will allow it to happen h… https://t.co/MmeW2qsTQh,10-20-2016 02:31:45,16130,33722,false,788930678255517696
Twitter for iPhone,The economy cannot take four more years of these same failed policies.#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6,10-20-2016 02:31:07,7785,16178,false,788930515520724992
Twitter for iPhone,Together we can save American JOBS American LIVES and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X,10-20-2016 02:29:29,6793,15444,false,788930105976299521
Twitter Web Client,USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate,10-20-2016 02:28:17,8326,21106,false,788929804351385600
Twitter for iPhone,I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?#DrainTheSwamp https://t.co/tU0iW3Gi9v,10-20-2016 02:27:31,6493,14177,false,788929609458823168
Twitter Web Client,After Crooked @HillaryClinton allowed ISIS to rise she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn,10-20-2016 02:26:24,7114,15184,false,788929328696348674
Twitter Web Client,What They Are Saying About @realDonaldTrump's GREAT Debate and @HillaryClinton's Bad Performance… https://t.co/1O86a49vJZ,10-20-2016 02:24:44,3218,7661,false,788928912000622592
Twitter Web Client,"Her instincts are suboptimal."https://t.co/PRCHvRtPVA,10-20-2016 02:22:13,2930,7171,false,788928278795055105
Twitter Web Client,I opposed going into Iraq. Hillary voted for it. As with everything else she's supported it was a DISASTER. https://t.co/Um5WJXWfBZ,10-20-2016 02:21:32,6523,14149,false,788928106950070272
Twitter for iPhone,#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f,10-20-2016 02:21:19,4212,9335,false,788928050008207360
Twitter Web Client,Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate,10-20-2016 02:19:22,6272,14918,false,788927558288969729
Twitter for iPhone,HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth  ❌LIBYA❌SYRIA❌IRAN❌IRAQ❌ASIA PIVOT❌RUSSIAN RESET❌BENGHAZI… https://t.co/H1UH0svtt2,10-20-2016 02:16:25,11502,20970,false,788926818162139136
Twitter for iPhone,Hillary says "take back Mosul?" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ,10-20-2016 02:14:29,7542,16317,false,788926328976187392
Twitter for iPhone,You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz,10-20-2016 02:11:33,7534,15919,false,788925593051992065
Twitter Web Client,Crooked’s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate,10-20-2016 02:08:08,5720,11183,false,788924731541958656
TweetDeck,LIVE FACT-CHECK: Trump's RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/Kgcaf5tdTM,10-20-2016 02:06:52,9520,13519,false,788924415518007297
Twitter Web Client,Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate,10-20-2016 02:02:53,6513,12616,false,788923410353008640
Twitter Web Client,Moderator: “Respectfully you won’t answer the pay-to-play question.” #Debate #BigLeagueTruth,10-20-2016 02:02:15,7122,15460,false,788923253473419264
Twitter Web Client,.@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR,10-20-2016 01:59:07,8362,15642,false,788922462733869056
Twitter Web Client,She'll say anything and change NOTHING! #MAGA #BigLeagueTruth https://t.co/6E767Uw6Dj,10-20-2016 01:58:34,6466,13741,false,788922326729367552
Twitter for iPhone,I will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate  #BigLeagueTruth https://t.co/tuNQePu8Vk,10-20-2016 01:57:00,7148,15658,false,788921932523593728
Twitter Web Client,Crooked's camp incited violence at my rallies. These incidents weren't "spontaneous" - like she claimed in Benghazi! https://t.co/aCzOgFIfZ2,10-20-2016 01:56:54,9253,14899,false,788921907835830272
Twitter Web Client,#CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debate https://t.co/skhBWG6AQ3,10-20-2016 01:56:01,13276,23965,false,788921683629400064
Twitter for iPhone,Brought to you by @HillaryClinton &amp; her campaign- in Chicago Illinois. #BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp,10-20-2016 01:55:42,10738,16400,false,788921604130562052
Twitter Web Client,.@realDonaldTrump will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate… https://t.co/GunaVggS0N,10-20-2016 01:53:57,3760,8263,false,788921162591973376
Twitter Web Client,Our country is stagnant. We’ve lost jobs and business. We don’t make things anymore b/c of the bill Hillary’s husband signed and she blessed,10-20-2016 01:51:49,6406,16968,false,788920628535435265
Twitter Web Client,Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a c… https://t.co/64Kll0Dl7K,10-20-2016 01:51:15,7831,14874,false,788920482238038016
Twitter for iPhone,.@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth,10-20-2016 01:50:20,4981,12103,false,788920252931280896
Twitter for iPhone,#CrookedHillary gives Obama an “A” for an economic recovery that’s the slowest since WWII... #BigLeagueTruth… https://t.co/wVMFHdyCu2,10-20-2016 01:49:00,4517,9318,false,788919918007758849
Twitter for iPhone,THE CHOICE IS CLEAR!#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX,10-20-2016 01:46:54,6262,12589,false,788919388850094080
Twitter Web Client,I will renegotiate NAFTA. If I can’t make a great deal we’re going to tear it up. We’re going to get this economy running again. #Debate,10-20-2016 01:45:45,5925,16114,false,788919099275390976
Twitter Web Client,#CrookedHillary's plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY1IiQh,10-20-2016 01:45:17,4006,7426,false,788918981818134529
Twitter for iPhone,This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF,10-20-2016 01:44:36,6146,10828,false,788918810040344576
Twitter Web Client,#BigLeagueTruth https://t.co/jhDLwFez3v,10-20-2016 01:44:31,3991,9161,false,788918790624948224
Twitter Web Client,.@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI,10-20-2016 01:42:53,3675,8271,false,788918380082319360
Twitter for iPhone,.@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth#Debates https://t.co/SmjNuHi7XB,10-20-2016 01:39:40,6933,12369,false,788917570317320192
Twitter Web Client,.@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate… https://t.co/tj6PWM5r1J,10-20-2016 01:39:29,5298,9602,false,788917524322627585
Twitter Web Client,Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth,10-20-2016 01:38:47,4348,9981,false,788917347826278404
Twitter for iPhone,.@HillaryClinton- you have failed failed and failed. #BigLeagueTruthTime to #DrainTheSwamp! https://t.co/c2EiyU8XKK,10-20-2016 01:37:37,6739,12395,false,788917052337557505
Twitter Web Client,Hillary has called for 550% more Syrian immigrants but won’t even mention “radical Islamic terrorists.” #Debate… https://t.co/Rf48XkZWbu,10-20-2016 01:34:49,8566,15468,false,788916346432000000
Twitter for iPhone,Hey @POTUS - WE AGREE!#BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc,10-20-2016 01:32:46,6249,11774,false,788915831094677507
Twitter Web Client,Moderator: Hillary paid $225000 by a Brazilian bank for a speech that called for “open borders.” That’s a quote! #Debate #BigLeagueTruth,10-20-2016 01:29:22,10873,20264,false,788914975779663872
Twitter Web Client,TRUMP &amp; CLINTON ON IMMIGRATION#Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad,10-20-2016 01:28:41,4780,9339,false,788914805583208449
Twitter Web Client,Hillary is too weak to lead on border security-no solutions no ideas no credibility.She supported NAFTA worst deal in US history. #Debate,10-20-2016 01:28:08,5733,14769,false,788914665136922624
Twitter Web Client,.@RealDonaldTrump wants a SAFE America w/ stronger borders no amnesty and an END to sanctuary cities. He is… https://t.co/7Ha00c77Gb,10-20-2016 01:27:37,4326,8940,false,788914536539496448
Twitter for iPhone,Plain &amp; Simple: We should only admit into this country those who share our VALUES and RESPECT our people. https://t.co/TlJo8dtVjZ,10-20-2016 01:24:20,5924,12936,false,788913709313699840
Twitter Web Client,One of my first acts as President will be to deport the drug lords and then secure the border. #Debate #MAGA,10-20-2016 01:23:45,6465,16001,false,788913564765478913
Twitter for iPhone,Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put… https://t.co/ZpV33TfbR6,10-20-2016 01:22:56,5668,11097,false,788913356656652289
Twitter Web Client,Drugs are pouring into this country. If we have no border we have no country. That’s why ICE endorsed me. #Debate #BigLeagueTruth,10-20-2016 01:22:19,7582,16366,false,788913202474000384
Twitter for iPhone,#SecondAmendment #2A#Debates https://t.co/QbOaf8Dlhs,10-20-2016 01:18:09,4996,10301,false,788912156234227712
Twitter Web Client,.@realDonaldTrump is PRO-LIFE PRO-FAMILY #BigLeagueTruth #Debates2016 https://t.co/nOqbDBMQFM,10-20-2016 01:17:32,3464,6642,false,788911997488205824
Twitter for iPhone,It is so imperative that we have the right justices. #DrainTheSwamp #Debates #BigLeagueTruth https://t.co/RHryqijTlu,10-20-2016 01:14:12,4782,9699,false,788911161605443584
Twitter Web Client,.@HillaryClinton lists litany of ways she plans to restrict gun rights. 2A will not survive a Hillary presidency. #Debate #BigLeagueTruth,10-20-2016 01:13:09,4848,10623,false,788910896026357761
Twitter Web Client,.@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8,10-20-2016 01:11:14,4399,5498,false,788910411940626436
Twitter Web Client,The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth,10-20-2016 01:10:23,5870,13102,false,788910201755742208
Twitter Web Client,Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh,10-20-2016 01:07:40,7100,12010,false,788909516775567360
Twitter Web Client,Ready to lead. Ready to Make America Great Again. #Debate #MAGA,10-20-2016 01:04:57,6965,17603,false,788908831304654848
Twitter for iPhone,This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr,10-20-2016 00:58:56,4731,10713,false,788907319434158080
Twitter Web Client,Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH stop the… https://t.co/GS9YQYzF6x,10-20-2016 00:57:04,4854,8209,false,788906847906304004
Twitter for iPhone,I will be handing over my Twitter account to my team of deplorables for tonight's #debate#MakeAmericaGreatAgain,10-20-2016 00:48:32,7508,25004,false,788904702528229376
Twitter for iPhone,UNBELIEVABLE!Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT,10-19-2016 22:57:24,17261,24538,false,788876733332062208
Twitter for iPhone,'Over 250000 to Lose Health Insurance in Battleground North Carolina Due to #Obamacare'https://t.co/18McSKO2AY,10-19-2016 22:16:07,7600,12463,false,788866344733114368
Twitter for iPhone,Join my team tonight at 8:30pmE!https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF,10-19-2016 22:14:24,4708,11182,false,788865913822916608
Twitter for iPhone,I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT!… https://t.co/GQizTdCdFC,10-19-2016 21:28:45,14212,33518,false,788854422105235456
Twitter for iPhone,I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK,10-19-2016 21:26:25,8822,20467,false,788853838191075328
Twitter for iPhone,Obamacare premiums increasing 33% in Pennsylvania - a complete disaster. It must be repealed and replaced!… https://t.co/aDZEfcI7SM,10-19-2016 21:22:26,10365,20066,false,788852833810427905
Twitter for iPhone,'Hillary Clinton Deleted Emails With Her Email Server Technician'https://t.co/VvO4lTKsaj,10-19-2016 19:57:03,7855,14345,false,788831347036917760
Twitter for iPhone,Join me in Delaware Ohio tomorrow at 12:30pm! #DrainTheSwamp Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ,10-19-2016 19:31:10,4646,11814,false,788824835019255808
Twitter for iPhone,'Top Hillary Adviser Mocked Plotted Attacks on Pro-Sanders Civil Rights Leader' #DrainTheSwamp https://t.co/ER5FtjZgjw,10-19-2016 19:09:28,6460,11865,false,788819370919157760
Twitter for iPhone,'Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times' #DrainTheSwamp https://t.co/MO4SJaQMzo,10-19-2016 18:10:41,12016,18582,false,788804579106226176
Twitter for iPhone,'State works hard and illegally for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF,10-19-2016 18:06:23,7942,14551,false,788803495507832833
Twitter for iPhone,'Scandals surround Clinton's gatekeeper at State'#DrainTheSwamp https://t.co/xxTTZeMYAc,10-19-2016 18:05:18,7052,13106,false,788803222496346112
Twitter for iPhone,The State Department's 'shadow government' #DrainTheSwamp https://t.co/UtbqlGrYJh,10-19-2016 17:00:22,8262,14446,false,788786885015457792
Twitter for iPhone,More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM,10-19-2016 16:57:44,9787,15453,false,788786220671176704
Twitter for iPhone,It is time to #DrainTheSwamp!https://t.co/U2XeM2vDJK,10-19-2016 15:34:12,9501,18541,false,788765196584038400
Twitter for iPhone,‘Food Groups’ – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L,10-19-2016 01:28:27,11197,18566,false,788552360326893568
Twitter for iPhone,#DrainTheSwamp https://t.co/wqqPjxfBoJ,10-19-2016 01:00:40,9614,17029,false,788545364664070144
Twitter for iPhone,Time to #DrainTheSwamp in Washington D.C. and VOTE #TrumpPence16 on 11/8/2016. Together we will MAKE AMERICA SAFE… https://t.co/rVcjXdWxzp,10-19-2016 00:53:43,23364,42039,false,788543616926912512
Twitter for iPhone,Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq,10-19-2016 00:34:21,25908,52194,false,788538743950938112
Twitter for iPhone,'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp https://t.co/5j8WuKLL5o,10-19-2016 00:31:25,10181,17146,false,788538003836678144
Twitter for iPhone,'Trump rally disrupter was once on Clinton's payroll'https://t.co/75oLLuD4SI,10-18-2016 21:42:34,17035,26883,false,788495515021299713
Twitter for iPhone,Thank you Colorado Springs. If I’m elected President I am going to keep Radical Islamic Terrorists out of our count… https://t.co/N74UK73RLK,10-18-2016 19:53:23,12904,33068,false,788468036541874176
Twitter for iPhone,FL KS ME MD MN NJ OR &amp; WV! It's the LAST DAY to mail in voter reg forms. Get the forms at… https://t.co/CbpgL6wynY,10-18-2016 18:43:15,8282,15976,false,788450384809340928
Twitter Ads,It is time to #DrainTheSwamp in Washington D.C! Vote Nov. 8th to take down the #RIGGED system! https://t.co/Ox9hH13Q9I,10-18-2016 18:25:42,11787,23777,false,788445970539253761
Twitter for iPhone,Hillary’s Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ,10-18-2016 18:05:45,11306,17997,false,788440948275421184
Twitter for iPhone,Nevada: A quick reminder that today is your last day to register to vote! https://t.co/ZnPgnu8vCS https://t.co/gF8ErCzTC1,10-18-2016 16:15:20,5350,11970,false,788413161472925696
Twitter for iPhone,If we let Crooked run the govt history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ,10-18-2016 15:36:44,20196,38270,false,788403448593002496
Twitter for iPhone,Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8,10-18-2016 15:34:06,15582,26753,false,788402786970939392
Twitter for iPhone,I will Make Our Government Honest Again -- believe me. But first I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb,10-18-2016 15:33:18,13622,27985,false,788402585816276992
Twitter for Android,"@THEREALMOGUL: 41% of American voters believe the  election could be "stolen" from DonaldTrump due to widespread voter fraud. - Politico",10-18-2016 11:32:52,13842,32692,false,788342075582328832
Twitter for iPhone,Great night in WI. I’m going to fight for every person in this country who believes government should serve the PEO… https://t.co/UIKwWNmwR7,10-18-2016 02:07:55,16206,41446,false,788199901209452544
Twitter for iPhone,Donald J. Trump Ethics Reform Plan For Washington D.C.https://t.co/lKzas1SqUA,10-18-2016 01:43:34,11395,22258,false,788193776577675264
Twitter for iPhone,EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:https://t.co/6n63fHVvNo,10-18-2016 01:42:15,15845,25643,false,788193441733808128
Twitter for iPhone,Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv,10-17-2016 22:51:31,38134,59429,false,788150475258343424
Twitter for iPhone,Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r,10-17-2016 22:46:12,11990,19864,false,788149137820614657
Twitter for iPhone,My wife Melania will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!,10-17-2016 22:27:00,7957,30079,false,788144305701548032
Twitter for iPhone,I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!,10-17-2016 22:02:11,14655,38826,false,788138062853332997
Twitter for iPhone,Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE,10-17-2016 21:44:31,7710,16622,false,788133616593276928
Twitter for iPhone,Join me in Colorado Springs Colorado tomorrow at 1:00pm! #MAGA Tickets: https://t.co/ktFk8RuaUK,10-17-2016 21:38:13,5493,13863,false,788132030429233153
Twitter Web Client,Crooked Hillary colluded w/FBI and DOJ and media is covering up to protect her. It's a #RiggedSystem! Our country d… https://t.co/kuinRTImVJ,10-17-2016 21:03:16,28365,54994,false,788123233442824192
Twitter for Android,New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies and got caught,10-17-2016 19:31:22,13668,37149,false,788100107220709376
Twitter for iPhone,"Journalists shower Hillary Clinton with campaign cash"https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu,10-17-2016 19:23:15,14469,22286,false,788098066075230208
Twitter for iPhone,"State Department official accused of offering 'quid pro quo' in Clinton email scandal" https://t.co/XkmcKeyRPJ,10-17-2016 19:11:28,11069,18638,false,788095098902962176
Twitter Web Client,Our thoughts are with the forces fighting ISIS in Iraq. We must never back down against this extreme radical Islami… https://t.co/oEoFIA8Rym,10-17-2016 17:50:57,6599,16438,false,788074836153303040
Twitter for Android,Wow new polls just came out from @CNN   Great numbers especially after total media hit job. Leading Ohio 48 - 44.,10-17-2016 16:12:24,14121,37226,false,788050035539865600
TweetDeck,CORRUPTION CONFIRMED: FBI confirms State Dept. offered 'quid pro quo' to cover up classified emailshttps://t.co/A3mCNBLCsO,10-17-2016 15:50:00,11353,19353,false,788044398688890880
Twitter for Android,Voter fraud! Crooked Hillary Clinton even got the questions to a debate and nobody says a word. Can you imagine if I got the questions?,10-17-2016 15:24:31,20093,47408,false,788037987556794368
Twitter for iPhone,Unbelievable. https://t.co/D7kpxlQPwU,10-17-2016 15:20:17,14667,26750,false,788036918764269568
Twitter Web Client,🚨BREAKING🚨: "State Department's Kennedy pressured FBI to unclassify Clinton emails: FBI documents"https://t.co/GYYaneeysA,10-17-2016 15:12:51,8657,14327,false,788035050118012928
Twitter for iPhone,WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1,10-17-2016 14:58:32,13751,25440,false,788031447932215300
Twitter for Android,We have all got to come together and win this election. We can't have four more years of Obama (or worse!).,10-17-2016 12:35:45,19038,48403,false,787995512448380928
Twitter for Android,Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!,10-17-2016 12:33:48,14066,36111,false,787995025527410688
Twitter for Android,"@RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE",10-17-2016 12:28:57,8252,19277,false,787993803504414720
Twitter for Android,"@PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS" Terrible,10-17-2016 12:24:47,10410,19424,false,787992753829478400
Twitter for Android,"@MarkSimoneNY: Watch Joe Biden's Long History Of Grabbing Kissing and Groping Women Who Are Cringing: https://t.co/1iQCMd25Dz",10-17-2016 12:19:33,10995,18435,false,787991439196229632
Twitter for Android,Can't believe these totally phoney stories 100% made up by women (many already proven false) and pushed big time by press have impact!,10-17-2016 12:15:50,9990,28405,false,787990502415167488
Twitter for Android,ALL SAFE IN ORANGE COUNTY NORTH CAROLINA. With you all the way will never forget. Now we have to win. Proud of you all!  @NCGOP,10-16-2016 22:34:35,14794,39166,false,787783828358258688
Twitter for Android,Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP,10-16-2016 22:29:46,23088,45949,false,787782613633208320
Twitter for Android,Wow interview released by Wikileakes shows "quid pro quo" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!,10-16-2016 22:15:33,14601,33161,false,787779039079624704
Twitter for Android,Finally in the new ABC News/Washington Post Poll Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!,10-16-2016 21:02:34,14700,38626,false,787760670590791680
Twitter for Android,Paul Ryan a man who doesn't know how to win (including failed run four years ago) must start focusing on the budget military vets etc.,10-16-2016 20:54:37,11062,30738,false,787758668565581824
Twitter for Android,The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan always fighting the Republican nominee!,10-16-2016 20:47:23,12544,33137,false,787756849453989889
Twitter for iPhone,Join me in Wisconsin tomorrow or Colorado on Tuesday!Green Bay- 6pmhttps://t.co/9L917nvCBXColorado Springs- 1pm… https://t.co/972GWZDGEp,10-16-2016 20:13:36,6904,16850,false,787748349898264576
Twitter for iPhone,“The vast majority felt she should be prosecuted..." -- even senior FBI officials thought Crooked was guilty. https://t.co/AFtDs7HVlt,10-16-2016 19:26:11,14177,27323,false,787736416671367168
Twitter for Android,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD,10-16-2016 17:01:12,21712,57212,false,787699930718695425
Twitter for iPhone,We've all wondered how Hillary avoided prosecution for her email scheme. Wikileaks may have found the answer. Obama! https://t.co/xF0wv8Oa8q,10-16-2016 16:07:58,21961,35273,false,787686533209939968
Twitter for iPhone,Hillary's staff thought her email scandal might just blow over. Who would trust these people with national security? https://t.co/EvBCQoZRG2,10-16-2016 16:07:08,13252,24636,false,787686322001612800
Twitter for iPhone,A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT! https://t.co/00s5tgsXrM,10-16-2016 13:15:03,16328,29648,false,787643017234636800
Twitter for iPhone,They let Crooked &amp; the Gang off the hook for the crime but it looks like the cover-up is just as bad. Unbelievable! https://t.co/eWjHoq20Dw,10-16-2016 13:12:17,12967,25107,false,787642321072513024
Twitter for Android,Election is being rigged by the media in a coordinated effort with the Clinton campaign by putting stories that never happened into news!,10-16-2016 12:31:40,19162,46697,false,787632098794467328
Twitter for Android,Polls close but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!,10-16-2016 11:36:28,17918,48978,false,787618207444131840
Twitter for Android,Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!,10-16-2016 11:14:00,18434,52859,false,787612552654155776
Twitter for Android,"@davidshiloach: @realDonaldTrump Go Mr. Trump! Israel is behind you!",10-16-2016 00:06:08,9866,26264,false,787444478512603136
Twitter for iPhone,Thank you for sharing Amy. https://t.co/StfzCeaQgH,10-16-2016 00:03:33,9508,21857,false,787443829146353664
Twitter for Android,A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA,10-16-2016 00:03:06,8320,22979,false,787443714239164416
Twitter for iPhone,Thank you Bangor Maine! Get out &amp; #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT A… https://t.co/sUSh8v07MW,10-15-2016 23:11:27,11132,26869,false,787430717387055105
Twitter for Android,The failing @nytimes reporters don't even call us anymore they just write whatever they want to write making up sources along the way!,10-15-2016 22:49:18,16054,39195,false,787425145489072128
Twitter for Android,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,10-15-2016 18:29:22,20805,59824,false,787359730465329152
Twitter for iPhone,The MOVEMENT in Portsmouth New Hampshire w/ 7K supporters. THANK YOU! This is the biggest election of our lifetime… https://t.co/4otZyjYLc2,10-15-2016 18:11:06,12924,32543,false,787355131062943744
Twitter for iPhone,Landing in New Hampshire soon to talk about the massive drug problem there and all over the country.,10-15-2016 15:55:19,7424,23819,false,787320961934688257
Twitter for iPhone,The truth is a beautiful weapon. https://t.co/P7FrFhicvw,10-15-2016 15:52:48,13821,27100,false,787320326573228032
Twitter for iPhone,Mr. Trump removing the broken teleprompter in North Carolina-in front of a massive crowd. He goes on&amp;delivers the b… https://t.co/dyNxc1HDTW,10-15-2016 15:37:39,11703,27251,false,787316515632713733
Twitter for Android,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,10-15-2016 12:23:08,36172,84973,false,787267564405653505
